n,lambda,phi,eps,gamma,theta_rough,offset,mpn,traj_mpn,detected_mpn,1,11,101,111,1101,1011,1001,1111,11001,10011,10001,11011,11101,10111,11111,110001,100011,100001,110011,110101,101011,110111,111011,111001,100111,111101,101111,111111
1000000,0.8,0.7853981633974483,0.125,2.5,0.19950950950950952,0.07498942093324558,0.03310082958197172,0.032395858292597786,0.028053706458376376,6988,2189,138,1343,291,191,21,688,39,40,19,9,20,29,91,20,22,18,6,4,2,41,46,19,11,42,13,192
1000000,0.8,0.7853981633974483,0.125,2.5,0.2009109109109109,0.07498942093324558,0.03431067460846974,0.0345717993658269,0.02981002781653358,7260,2321,120,1396,305,203,17,742,51,43,16,17,30,40,97,25,21,27,2,6,0,55,50,41,11,46,13,209
1000000,0.8,0.7853981633974483,0.125,2.5,0.20315315315315316,0.07498942093324558,0.036284341562484786,0.035480367270635256,0.03031600405267859,7643,2284,149,1433,286,193,23,785,49,50,22,20,29,49,80,19,26,34,3,4,1,40,54,24,8,38,24,203
1000000,0.8,0.7853981633974483,0.125,2.5,0.20053053053053052,0.07498942093324558,0.033980469844360435,0.03481627346069501,0.02966407313303021,7388,2259,128,1435,270,176,17,767,42,44,14,13,26,44,85,14,18,33,0,1,2,59,54,34,11,41,11,210
1000000,0.8,0.7853981633974483,0.125,2.5,0.19862862862862862,0.07498942093324558,0.03234982662577482,0.03228760856899947,0.028374806762083787,6918,2175,104,1364,304,157,24,727,32,42,24,9,31,45,78,21,21,20,3,2,3,44,52,30,11,54,16,205
1000000,0.8,0.7853981633974483,0.125,2.5,0.19952952952952951,0.07498942093324558,0.03311798318139422,0.0331110362417642,0.02847332617344856,7051,2267,115,1281,297,181,21,757,59,36,26,14,32,41,62,13,10,27,2,5,0,49,43,17,9,49,15,203
1000000,0.8,0.7853981633974483,0.125,2.5,0.20167167167167166,0.07498942093324558,0.03497511931645515,0.03498047247963628,0.02997422683547487,7364,2278,128,1395,303,170,32,798,62,31,22,13,39,44,74,28,21,28,2,1,1,49,45,27,7,54,16,226
1000000,0.8,0.7853981633974483,0.125,2.5,0.20183183183183181,0.07498942093324558,0.0351156849834823,0.03464964186369535,0.029785702035949685,7529,2305,133,1350,300,212,27,728,67,42,17,20,37,46,74,28,32,41,2,5,1,46,49,29,8,51,13,192
1000000,0.8,0.7853981633974483,0.125,2.5,0.20053053053053052,0.07498942093324558,0.033980469844360435,0.03361457989985076,0.029094849867367073,7286,2367,117,1409,239,177,14,730,44,42,20,13,30,36,64,16,29,31,3,4,3,46,48,26,10,40,19,194
1000000,0.8,0.7853981633974483,0.125,2.5,0.2005105105105105,0.07498942093324558,0.03396312805051048,0.03437476054309738,0.029755294810219816,7337,2343,117,1408,286,191,25,768,50,31,19,13,37,38,88,22,19,24,5,6,1,44,40,27,15,58,12,200
1000000,0.8,0.7853981633974483,0.125,2.5,0.1981081081081081,0.07498942093324558,0.031909519905481284,0.03169162694469412,0.027887074861376697,6821,2164,124,1302,276,170,20,730,55,41,12,18,26,36,88,25,25,20,2,7,1,43,39,35,7,48,17,187
1000000,0.8,0.7853981633974483,0.125,2.5,0.20129129129129128,0.07498942093324558,0.03464222615060671,0.03464599299660777,0.029727320162548337,7353,2247,125,1461,286,192,16,738,54,41,18,19,35,50,82,17,21,32,2,5,1,50,41,38,10,60,15,194
1000000,0.8,0.7853981633974483,0.125,2.5,0.19844844844844844,0.07498942093324558,0.032197120252460354,0.032515054617458856,0.02807803223896027,6949,2206,123,1343,268,179,24,710,51,25,21,15,31,47,52,21,23,26,3,2,0,65,47,20,5,34,24,194
1000000,0.8,0.7853981633974483,0.125,2.5,0.19946946946946947,0.07498942093324558,0.03306653373224144,0.03233017868502128,0.027859100213705218,7017,2232,118,1346,288,177,20,639,51,44,25,15,31,42,74,28,36,25,4,3,1,52,34,23,10,48,12,161
1000000,0.8,0.7853981633974483,0.125,2.5,0.20005005005005005,0.07498942093324558,0.033565302103381454,0.033597551853442036,0.0290425494391117,7179,2222,103,1397,291,183,26,736,45,33,24,16,31,36,66,19,20,29,0,4,2,40,46,37,11,51,14,225
