n,lambda,phi,eps,gamma,theta_rough,offset,mpn,calculated_mpn,calculated_FI,1,11,101,111,1101,1011,1001,1111,11001,10011,10001,11011,11101,10111,11111,110001,100011,100001,110011,110101,101011,110111,111011,111001,100111,111101,101111,111111
1000000,0.8,0.7853981633974483,0.1,2.1,0.19926926926926927,0.01819700858609984,0.0018442450330252388,0.0018154703466191217,13.245792041548832,1.9987345034772617,0.5512698766079457,0.03018175518678022,0.39117719643558446,0.03794679058133214,0.024651971887274717,0.008443213427788499,0.15331425617064526,0.004598772599061308,0.0011935674657002776,0.005549947634497138,0.0011691446299864838,0.0026837981784253134,0.009572898568723627,0.024644491091876018,0.0017900636712857698,0.00011654760891352994,0.002630013523917963,0.000541561111593264,0.0006256582248407824,4.118509167512059e-05,0.005713047386484421,0.0056904370917277665,0.0031818028077068633,0.0021874583874371663,0.005693152255978731,0.0015838659769383933,0.03652103330582474
1000000,0.8,0.7853981633974483,0.1,2.1,0.19896896896896896,0.01819700858609984,0.0017811018462618392,0.0017524593653696484,13.2490112270277,2.000556644176784,0.551655754821952,0.030332521874048817,0.39045117254337086,0.037844756148012075,0.02463064316093089,0.00846114306297582,0.15302683108249462,0.004577704633592941,0.0011962951616949647,0.0055395688605773515,0.0011632930696372193,0.002665391236387625,0.009586684126121776,0.024532281048965574,0.0017851599367521309,0.00011688496223440166,0.0026233729646847844,0.0005379840224199718,0.0006205598639477095,4.088808952645804e-05,0.005680016080960342,0.005666661709518432,0.003176513423609356,0.0021868909913988913,0.005662848600390904,0.0015761139757004994,0.036358227128234624
1000000,0.8,0.7853981633974483,0.1,2.1,0.19982982982982983,0.01819700858609984,0.0019650694954428025,0.0019361697365855143,13.239774089931563,1.995332857939528,0.5505508812377445,0.029901580259899377,0.3925281905861861,0.03813738022214091,0.02469117356107515,0.008410076501474031,0.15384914835979,0.004638235628626463,0.0011884333288267282,0.005569469013236565,0.001180230868023635,0.0027183701467363313,0.009546837076021239,0.024854208542248648,0.001799203848176781,0.000115914652720417,0.0026424311050472706,0.0005482693813118976,0.0006352490722537587,4.176082948274913e-05,0.005774999462358281,0.005734845112069243,0.0031915342186103167,0.002188492582363204,0.005749931076151274,0.0015983554697619948,0.036825462401026667
1000000,0.8,0.7853981633974483,0.1,2.1,0.19938938938938938,0.01819700858609984,0.0018698117738980228,0.001840996707603847,13.244503445283149,1.998005612330911,0.5511156622573956,0.030121579949837655,0.3914671618811664,0.0379876174949196,0.024660439340976052,0.008436076245167562,0.15342905556035671,0.004607214056894323,0.001192471922564535,0.005554114595798336,0.0011715023095354785,0.0026911831927018282,0.009567349902499644,0.02468940248008777,0.0017920237694342255,0.00011641232731276088,0.002632672052509122,0.0005429952008311923,0.0006277052941457553,4.130612288332701e-05,0.005726290648590793,0.005699950169926897,0.003183903728727842,0.0021876827199984487,0.005705295934027929,0.0015869687980831736,0.03658621103350284
1000000,0.8,0.7853981633974483,0.1,2.1,0.2007107107107107,0.01819700858609984,0.002162717911040145,0.002133965290824963,13.230294198221953,1.9899867589075573,0.5494245021044122,0.02946461340034252,0.3946399281864758,0.03843720606433368,0.0247511656766228,0.008358881434499393,0.15468535037505904,0.00470060498885902,0.0011802560912078635,0.0056005341756880074,0.0011980854853414285,0.0027732546662835623,0.009505026113123857,0.025184415610832095,0.0018135302725856923,0.00011491173211540255,0.0026620003808782806,0.0005588920539323322,0.0006505158152604446,4.2721912236128094e-05,0.005873124303107244,0.005804694258393504,0.003206448680054555,0.002190053654267947,0.005839709722011725,0.0016211726340502215,0.03730519085595555
1000000,0.8,0.7853981633974483,0.1,2.1,0.19856856856856855,0.01819700858609984,0.0016986300996160403,0.0016702309255631099,13.25329834576952,2.002985953035047,0.5521710175315687,0.03053427404414552,0.38948068074052977,0.03770878345427856,0.024601849152602998,0.008485241407976688,0.15264265398492596,0.004549693527733452,0.0011999070424154842,0.005525816317448749,0.0011555853588931715,0.002640972344816597,0.009604872794313091,0.024382822792744917,0.0017786140056825956,0.00011733285296793608,0.0026145318565993815,0.0005332327024249968,0.0006138048671893029,4.0504453447048766e-05,0.005636145220168744,0.005634978150399605,0.003169378914294673,0.002186119716989666,0.005622567456714905,0.0015657894357052485,0.036141463280356126
1000000,0.8,0.7853981633974483,0.1,2.1,0.1986086086086086,0.01819700858609984,0.0017067888640866845,0.00167836201211324,13.252869897893568,2.0027430338168735,0.5521194523524312,0.030514061300626543,0.3895778561270589,0.037722376949191574,0.02460474684446058,0.008482821709484174,0.1526811200431335,0.004552490539627384,0.0011995471525284265,0.005527187158965363,0.0011563512925467374,0.0026434078660055775,0.009603063835460404,0.024397760512994318,0.0017792689849790498,0.00011728816327724691,0.0026154152934913227,0.000533706899572424,0.0006144781688932025,4.054218206099431e-05,0.005640523513973285,0.00563814560568339,0.0031700965653318433,0.002186197609336893,0.005626589195074438,0.0015668212904942913,0.03616312349983652
1000000,0.8,0.7853981633974483,0.1,2.1,0.19992992992992992,0.01819700858609984,0.0019870505687320595,0.001958145827223011,13.238698250660866,1.9947253829608296,0.5504226694586557,0.02985172125638787,0.3927688550450117,0.03817143120832936,0.024698089985327912,0.00840420478009357,0.15394443960308382,0.0046453011941316414,0.0011875107703793156,0.0055729752155571225,0.0011822330409050597,0.00272457276791404,0.009542138427496304,0.02489169269003443,0.0018008341407017333,0.0001158011886081023,0.002644651481292628,0.0005494715240325373,0.0006369718792096993,4.186656982959817e-05,0.005786102544590944,0.0057427786645730255,0.003193252384963685,0.002188673885710397,0.00576009911738724,0.0016009454302286568,0.03687989544995186
1000000,0.8,0.7853981633974483,0.1,2.1,0.19932932932932934,0.01819700858609984,0.0018570062983205792,0.0018282105152368448,13.245147809244703,1.998370060290919,0.5511927596384951,0.03015165817827355,0.3913222109218323,0.03796720310074702,0.024656210188457168,0.008439642357374637,0.15337166807915195,0.004602992309869953,0.001193020011666175,0.00555203001134118,0.0011703222493639775,0.0026874890980701518,0.00957012669174401,0.024666944848274523,0.0017910438208129634,0.0001164799922868433,0.00263134262451782,0.0005422779241375639,0.0006266812071550327,4.124544783515623e-05,0.005719666822421887,0.005695193425824986,0.0031828543299730052,0.00218757074038146,0.005699222509914745,0.0015854172445108061,0.036553618245822254
1000000,0.8,0.7853981633974483,0.1,2.1,0.20255255255255256,0.01819700858609984,0.0026067135273441034,0.0025798018864272867,13.210381781591039,1.9788072672419152,0.5470832166671505,0.028564038153775378,0.39901043114495394,0.0390653947581016,0.02487024233205221,0.008255334985017385,0.15641631379582763,0.004832402534369097,0.0011627442478583658,0.005667024641335794,0.0012371562572684378,0.0028902010116163735,0.009414271147312189,0.025877198176232644,0.0018433310011350527,0.00011278369892270924,0.002703126669157352,0.0005814191388442539,0.0006832159759668107,4.495549626051582e-05,0.006081333246400598,0.005950949237633154,0.003236113543786601,0.00219307630409799,0.0060295967352356995,0.0016690537212584366,0.03831325353427329
