n,lambda,phi,eps,gamma,theta_rough,offset,mpn,traj_mpn,detected_mpn,1,11,101,111,1101,1011,1001,1111,11001,10011,10001,11011,11101,10111,11111,110001,100011,100001,110011,110101,101011,110111,111011,111001,100111,111101,101111,111111
200000,0.8,0.7853981633974483,0.1,2.5,0.20189189189189188,0.04728708045015879,0.01466265092029776,0.014412369671607915,0.013433576849421938,593,167,10,122,19,12,2,46,3,2,3,1,2,4,17,0,0,0,0,1,0,5,3,0,0,3,1,17
200000,0.8,0.7853981633974483,0.1,2.5,0.1975075075075075,0.04728708045015879,0.012179050184516201,0.012823604510958224,0.011511454713100201,507,163,7,108,15,11,2,49,0,0,1,0,1,7,5,0,0,3,0,0,0,3,0,2,0,3,1,11
200000,0.8,0.7853981633974483,0.1,2.5,0.19656656656656657,0.04728708045015879,0.011674939727289677,0.011554010922760479,0.010178026810412029,451,119,12,110,14,9,3,38,0,2,1,1,2,4,4,0,1,1,0,0,0,3,2,1,0,3,0,10
200000,0.8,0.7853981633974483,0.1,2.5,0.197027027027027,0.04728708045015879,0.011920346951515655,0.012781048301297964,0.011674586850131207,505,157,11,117,16,7,0,53,4,2,0,1,2,2,8,1,0,1,1,1,0,1,1,1,0,1,3,8
200000,0.8,0.7853981633974483,0.1,2.5,0.19762762762762762,0.04728708045015879,0.012244144431156682,0.0124264132207958,0.011043336406837327,474,169,6,98,16,8,4,33,1,2,1,1,0,4,2,0,0,1,0,0,0,8,2,1,2,2,2,17
200000,0.8,0.7853981633974483,0.1,2.5,0.19782782782782782,0.04728708045015879,0.01235300636355368,0.01214270515639407,0.010965316689126873,523,159,10,95,16,7,0,46,2,0,2,0,3,1,3,0,1,0,0,0,0,4,3,1,0,2,0,9
200000,0.8,0.7853981633974483,0.1,2.5,0.2001901901901902,0.04728708045015879,0.013672510988880997,0.01255408184977658,0.011490176608270087,561,167,10,92,15,14,1,41,1,2,1,0,3,3,4,1,1,1,0,0,0,2,3,1,1,2,2,10
200000,0.8,0.7853981633974483,0.1,2.5,0.2008108108108108,0.04728708045015879,0.014029792322818674,0.0136392651961132,0.012830697212568277,564,164,10,130,12,9,1,71,0,1,2,2,1,2,8,2,1,1,0,0,0,2,2,2,0,0,2,7
200000,0.8,0.7853981633974483,0.1,2.5,0.2011911911911912,0.04728708045015879,0.014250946375782106,0.01476700475211008,0.013639265196113205,554,180,10,108,16,14,4,61,7,1,1,2,3,8,7,0,1,1,0,1,0,4,4,3,1,8,3,15
200000,0.8,0.7853981633974483,0.1,2.5,0.20109109109109108,0.04728708045015879,0.014192587897843494,0.013908787857294843,0.012944180438328968,583,184,9,116,12,15,1,46,4,2,1,1,6,1,8,0,0,1,0,0,1,2,5,0,1,1,3,14
200000,0.8,0.7853981633974483,0.1,2.5,0.19946946946946947,0.04728708045015879,0.013263141416554837,0.013305908220441165,0.012121427051563943,520,159,8,121,16,14,1,61,2,3,0,1,2,2,6,0,2,0,0,1,0,3,2,1,0,1,1,7
200000,0.8,0.7853981633974483,0.1,2.5,0.2004104104104104,0.04728708045015879,0.01379878388183882,0.013681821405773458,0.01232711539825519,562,165,9,98,28,6,3,50,3,1,1,1,1,3,7,0,3,0,0,0,0,6,1,2,1,0,1,16
200000,0.8,0.7853981633974483,0.1,2.5,0.1992892892892893,0.04728708045015879,0.013161731088094677,0.013539967373572593,0.012284559188594908,518,155,7,106,20,9,2,58,1,0,2,0,2,1,7,2,0,2,0,0,0,5,6,0,0,2,0,20
200000,0.8,0.7853981633974483,0.1,2.5,0.19984984984984985,0.04728708045015879,0.013478454874675803,0.013008014752819349,0.011965387616142973,576,164,7,98,13,7,1,45,5,1,1,1,1,1,5,1,0,0,0,0,0,2,3,5,1,2,0,19
200000,0.8,0.7853981633974483,0.1,2.5,0.1978878878878879,0.04728708045015879,0.012385755452142436,0.011972480317753033,0.010944038584296737,495,156,6,102,16,12,0,47,2,2,2,0,0,2,7,0,2,0,0,0,0,0,1,2,0,2,2,8
200000,0.8,0.7853981633974483,0.1,2.5,0.20183183183183181,0.04728708045015879,0.01462714312795966,0.015079083622951982,0.013575430881622837,586,207,13,111,18,15,0,66,3,0,1,0,1,2,10,0,0,1,0,0,0,2,3,1,0,1,1,13
