n,lambda,phi,eps,gamma,theta_rough,offset,mpn,traj_mpn,detected_mpn,1,11,101,111,1101,1011,1001,1111,11001,10011,10001,11011,11101,10111,11111,110001,100011,100001,110011,110101,101011,110111,111011,111001,100111,111101,101111,111111
1000000,0.8,0.7853981633974483,0.065,2.1,0.19978978978978978,0.006591738952443214,0.0002444287728671862,0.00025648813742364416,0.0002446761837265024,56,10,2,10,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
1000000,0.8,0.7853981633974483,0.065,2.1,0.19952952952952951,0.006591738952443214,0.00022485166944187702,0.00024805102763997164,0.00023961391785629892,53,19,0,8,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1000000,0.8,0.7853981633974483,0.065,2.1,0.20065065065065066,0.006591738952443214,0.00031503418431900044,0.00034423407917383823,0.0003121730619958824,48,21,0,12,4,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1000000,0.8,0.7853981633974483,0.065,2.1,0.1991291291291291,0.006591738952443214,0.0001963350341634522,0.00021261516654854713,0.00020755290067834344,48,9,1,7,2,1,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1000000,0.8,0.7853981633974483,0.065,2.1,0.20007007007007008,0.006591738952443214,0.0002664298538667524,0.0003138604839526172,0.000307110796125679,57,10,0,10,1,1,0,11,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2
1000000,0.8,0.7853981633974483,0.065,2.1,0.20029029029029027,0.006591738952443214,0.0002843846221602052,0.00024636360568323717,0.00024636360568323695,62,9,0,13,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000000,0.8,0.7853981633974483,0.065,2.1,0.20087087087087085,0.006591738952443214,0.00033454035777234753,0.00038641962809220074,0.00036110829874118295,60,17,1,16,1,1,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
1000000,0.8,0.7853981633974483,0.065,2.1,0.19996996996996996,0.006591738952443214,0.0002584630037755294,0.00026998751307752016,0.00025986298133711294,54,17,0,7,1,1,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1000000,0.8,0.7853981633974483,0.065,2.1,0.20055055055055054,0.006591738952443214,0.0003063623507733182,0.0003290472815632277,0.00032398501569302397,65,23,2,6,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1000000,0.8,0.7853981633974483,0.065,2.1,0.20101101101101101,0.006591738952443214,0.00034725996725065776,0.0003627957206979177,0.00034929634504404165,63,25,2,14,1,2,0,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
