n,lambda,phi,epsilon,1,11,101,111,1101,1111,11001,11011,11101,11111,110001,110011,110101,110111,111001,111011,111101,111111
500000,0.8,0.7853981633974483,0.1,51.22160437254033,11.908808792594511,0.5976521033951379,10.082575036376118,0.8465041285424757,3.35964181741186,0.10577790524922946,0.02614813645536517,0.05066478998999771,0.6773989460527583,0.06333716229550236,0.02603454762924823,0.019044403585944863,0.12660565745826904,0.07307188300377365,0.12328010997130148,0.12851244617298904,0.8050794018697225
