n,epsilon,lmbd,phi,theta_rough,1,11,101,111,1101,1111,11001,11011,11101,11111,110001,110011,110101,110111,111001,111011,111101,111111
500000,0.1,0.8,0.7853981633974483,0.186734693877551,55,16,1,12,2,3,0,0,0,1,0,1,0,1,0,0,0,1
500000,0.1,0.8,0.7853981633974483,0.18877551020408162,34,6,1,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0
500000,0.1,0.8,0.7853981633974483,0.18877551020408162,36,6,3,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0
500000,0.1,0.8,0.7853981633974483,0.19285714285714284,10,6,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
500000,0.1,0.8,0.7853981633974483,0.18877551020408162,38,8,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,2
500000,0.1,0.8,0.7853981633974483,0.186734693877551,45,18,0,7,0,2,0,0,0,2,0,0,0,0,0,0,0,1
500000,0.1,0.8,0.7853981633974483,0.18877551020408162,24,8,0,8,1,2,1,0,0,1,0,0,0,0,0,1,0,0
500000,0.1,0.8,0.7853981633974483,0.186734693877551,54,15,0,12,2,3,0,0,0,2,0,0,0,1,0,0,0,1
500000,0.1,0.8,0.7853981633974483,0.186734693877551,45,12,3,11,1,3,0,0,0,0,0,0,0,0,0,2,0,0
500000,0.1,0.8,0.7853981633974483,0.1846938775510204,76,8,0,8,1,2,0,0,0,1,0,0,0,0,0,0,0,1
500000,0.1,0.8,0.7853981633974483,0.186734693877551,42,14,0,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0
500000,0.1,0.8,0.7853981633974483,0.186734693877551,40,11,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,1
500000,0.1,0.8,0.7853981633974483,0.186734693877551,40,10,0,12,0,6,0,0,0,1,0,0,0,0,0,0,0,0
500000,0.1,0.8,0.7853981633974483,0.18877551020408162,31,10,2,11,1,2,0,0,0,0,0,0,0,1,0,0,0,1
500000,0.1,0.8,0.7853981633974483,0.186734693877551,62,15,0,8,1,3,0,0,0,1,0,0,0,0,0,0,0,1
500000,0.1,0.8,0.7853981633974483,0.19285714285714284,14,2,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1
500000,0.1,0.8,0.7853981633974483,0.18877551020408162,32,8,0,7,0,2,1,0,0,1,0,0,0,0,0,1,0,0
500000,0.1,0.8,0.7853981633974483,0.186734693877551,44,14,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0
500000,0.1,0.8,0.7853981633974483,0.19285714285714284,7,4,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0
