n,lambda,phi,absorber offset,1,11,101,111,1101,1111,11001,11011,11101,11111,110001,110011,110101,110111,111001,111011,111101,111111
100000,0.8,0.7853981633974483,0.01,19.50298184058075,6.056039576725264,0.35018989000717005,3.825454971297747,0.4103780308207812,1.6781703461133661,0.05257680714558977,0.016052867270058557,0.03459066446659379,0.2304680120217881,0.015639209383691222,0.0030167825109749945,0.005334367256060775,0.06236019871137779,0.03367524307773769,0.06285292509277302,0.061261706368197666,0.400466638343052
