n,lambda,phi,absorber offset,1,11,101,111,1101,1111,11001,11011,11101,11111,110001,110011,110101,110111,111001,111011,111101,111111
10000,0.8,0.7853981633974483,0.01,1.950298184058075,0.6056039576725264,0.035018989000717,0.38254549712977465,0.04103780308207813,0.16781703461133662,0.005257680714558977,0.0016052867270058557,0.0034590664466593794,0.02304680120217881,0.001563920938369122,0.00030167825109749945,0.0005334367256060775,0.006236019871137779,0.0033675243077737694,0.006285292509277301,0.006126170636819766,0.040046663834305204
