n,lmbd,phi,eps,theta_rough,offset,mpn,traj_mpn,detected_mpn,1,11,101,111,1101,1111,11001,11011,11101,11111,110001,110011,110101,110111,111001,111011,111101,111111
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007006174191005824,0.0006486184700267107,77,23,3,22,0,5,0,0,0,1,0,0,0,0,0,0,1,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006294609624731795,0.0005364102114988832,71,18,1,13,1,2,0,0,0,3,0,0,0,1,0,1,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006130402417130096,0.0005966195209528394,76,22,2,15,3,6,0,0,0,2,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006294609624731795,0.0005665148662258613,55,28,3,17,2,7,0,0,0,1,0,0,0,0,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005911459473661164,0.0005391469982922447,83,17,0,7,1,7,0,0,0,2,0,0,0,0,0,0,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007881945964881552,0.0007088277794806672,91,25,0,21,2,3,0,0,0,1,0,0,0,0,2,0,0,4
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006376713228532644,0.000591145947366116,85,27,0,12,1,3,0,0,0,1,0,0,0,0,1,0,1,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006431448964399878,0.0005774620133993078,66,25,0,10,2,6,0,0,2,1,0,0,0,2,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007060909926873057,0.0006677759775802421,72,26,1,14,4,8,0,0,0,2,0,0,0,1,0,0,1,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006759863379603275,0.0006349345360599025,81,27,1,17,3,5,1,0,0,0,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0008018785304549634,0.0007115645662740287,74,25,2,23,2,10,0,0,0,1,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006841966983404125,0.0005938827341594779,76,21,1,18,1,4,1,0,0,1,0,0,0,0,1,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006349345360599028,0.0005528309322590531,81,13,1,16,1,7,1,0,0,1,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005884091605727548,0.0005446205718789681,76,22,0,15,1,5,0,0,0,1,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005637780794324999,0.0005008319831851817,78,20,0,12,1,4,0,0,0,0,0,0,0,1,0,0,1,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006458816832333494,0.0005966195209528393,67,21,1,11,1,10,1,0,0,2,0,0,0,0,0,0,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006540920436134344,0.0006103034549196475,80,22,1,11,0,9,2,0,0,2,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000648618470026711,0.0006048298813329243,69,26,0,15,2,10,0,0,1,0,0,0,0,1,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000703354205893944,0.0006103034549196477,66,30,1,14,1,8,0,0,0,0,0,0,0,0,0,0,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007389324342076455,0.0006759863379603271,79,25,1,13,3,8,1,0,0,1,0,0,0,2,0,0,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0008456671191487498,0.0006978806323072203,80,28,1,17,0,7,0,0,1,1,1,0,0,1,1,1,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.00054735735867233,0.0005364102114988832,88,15,2,12,1,3,0,0,0,0,0,0,0,0,0,1,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005884091605727548,0.0005774620133993081,74,19,0,18,3,4,1,0,0,1,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0008128256776284101,0.000706090992687305,93,27,1,16,0,9,0,0,0,4,0,0,0,0,0,1,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007799842361080702,0.0006404081096466258,74,19,1,17,1,10,1,0,0,0,0,0,0,0,0,1,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000593882734159478,0.0005719884398125844,72,24,1,12,2,8,1,0,0,1,0,0,0,0,0,0,1,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005829355869860314,0.0005145159171519901,68,18,0,15,4,4,0,0,0,1,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006404081096466261,0.0005719884398125845,74,27,2,11,3,4,1,0,0,1,0,0,0,0,0,1,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006978806323072207,0.000654092043613434,62,20,0,17,1,10,0,0,0,3,0,0,0,0,1,0,0,4
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005993563077462014,0.0005172527039453515,72,25,0,6,3,5,1,0,0,1,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005583045058457766,0.0005500941454656912,76,20,2,10,3,8,0,0,0,2,0,0,0,0,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007060909926873057,0.0006376713228532641,70,32,2,20,1,4,0,0,0,0,0,0,0,1,0,0,1,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005829355869860314,0.0005774620133993078,74,27,1,11,1,5,1,0,0,1,0,0,0,0,0,1,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005418837850856067,0.0005336734247055212,88,21,2,6,0,5,1,0,0,1,0,0,0,0,1,1,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005692516530192232,0.0005117791303586284,80,19,1,12,0,2,0,0,0,0,0,0,0,0,0,1,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005528309322590533,0.0005473573586723297,69,25,0,12,0,3,0,0,0,3,0,0,0,0,0,0,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006239873888864562,0.0005528309322590531,81,14,1,14,0,3,0,1,0,1,0,0,0,1,0,1,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006623024039935193,0.0006431448964399874,69,25,0,19,1,8,1,0,0,2,0,0,0,0,0,1,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006896702719271358,0.0006376713228532642,74,20,0,20,6,3,1,0,0,3,0,0,0,1,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000492621622805097,0.00048441126242501176,72,18,2,13,0,4,0,0,1,0,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005637780794324999,0.0005364102114988832,84,19,1,14,1,4,0,0,0,0,0,0,0,1,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.00047346411525156544,0.0004652537548714802,65,16,0,8,0,8,2,0,0,1,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006431448964399878,0.0006294609624731793,80,20,2,17,1,8,0,0,0,1,1,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006349345360599028,0.0006157770285063708,74,24,1,20,1,3,0,0,0,4,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007334588606209222,0.0006568288304067957,92,21,1,10,6,9,0,0,0,0,1,0,0,0,0,0,1,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007060909926873057,0.0006513552568200723,79,22,1,19,2,7,0,0,0,1,0,0,0,0,0,1,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006814599115470509,0.0006458816832333492,86,22,0,20,2,7,0,0,0,0,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006239873888864562,0.0005884091605727548,71,13,0,22,4,5,1,0,0,0,0,0,0,1,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006267241756798179,0.0005966195209528393,75,27,2,12,0,7,0,0,0,0,0,0,0,1,1,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006130402417130096,0.0005418837850856063,64,28,1,11,0,10,1,0,0,0,0,0,0,0,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005637780794324999,0.0005281998511187983,77,18,1,13,0,1,0,0,0,1,0,0,0,0,0,0,0,5
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006349345360599028,0.0006157770285063707,77,25,1,14,4,5,1,0,1,2,0,0,0,0,0,1,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006732495511669659,0.0006458816832333492,81,15,0,22,1,10,0,0,1,0,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000656828830406796,0.0006048298813329243,91,25,1,18,2,2,0,0,0,1,0,0,0,0,0,0,1,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006321977492665411,0.0006020930945395628,80,23,0,19,1,5,1,0,0,0,0,0,0,0,0,0,1,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000593882734159478,0.0005555677190524146,74,24,1,13,2,6,0,0,0,1,0,0,0,0,0,1,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005884091605727548,0.0005637780794324994,67,24,0,10,0,11,0,0,0,1,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006978806323072207,0.0006267241756798174,77,23,1,9,4,5,0,0,1,3,1,0,0,1,0,0,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006540920436134344,0.000637671322853264,77,26,2,19,2,3,0,0,0,2,0,0,0,0,1,1,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005719884398125848,0.0005446205718789682,70,18,1,20,2,5,0,0,0,0,0,0,0,0,0,0,1,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006732495511669659,0.0005884091605727543,86,21,1,15,1,6,0,0,2,1,0,0,0,0,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006431448964399878,0.0006020930945395628,93,11,3,15,0,6,1,0,0,3,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000593882734159478,0.0005719884398125845,78,27,1,13,4,4,1,0,0,1,0,0,0,0,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006267241756798179,0.0005583045058457762,68,21,1,11,1,10,0,0,0,1,0,0,0,1,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005747252266059465,0.0005391469982922448,71,22,1,17,1,4,0,0,0,0,0,0,0,2,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000656828830406796,0.0006157770285063708,69,26,2,17,2,6,1,0,0,2,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006212506020930945,0.000599356307746201,90,19,2,12,0,5,1,0,0,1,0,0,0,1,0,0,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006404081096466261,0.0006103034549196475,75,18,0,15,3,5,0,0,0,1,1,0,0,1,1,2,1,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007252485002408372,0.0007252485002408367,88,23,1,20,1,10,0,0,0,3,0,0,0,0,0,0,1,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007279852870341989,0.0005473573586723296,80,23,0,10,2,6,0,0,1,0,0,0,0,0,1,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005801988001926698,0.0005500941454656914,77,20,3,18,1,4,0,0,0,0,0,0,0,0,0,0,1,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006103034549196479,0.0005500941454656914,73,23,2,12,0,6,0,0,0,0,0,0,0,0,0,0,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007060909926873057,0.0006814599115470503,87,32,1,14,3,7,0,0,0,1,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006294609624731795,0.0004953584095984584,74,16,2,9,2,3,0,0,0,2,0,0,0,0,1,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006458816832333494,0.0006103034549196476,76,27,1,20,0,7,1,0,0,0,0,0,0,0,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005692516530192232,0.0005418837850856064,68,20,2,11,1,6,0,0,0,1,0,1,0,1,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006103034549196479,0.0005856723737793928,72,22,1,15,2,7,0,0,0,1,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005774620133993082,0.0005391469982922447,61,28,0,12,2,7,0,0,0,2,0,0,0,0,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006814599115470509,0.0006568288304067957,68,15,0,20,2,9,0,0,0,3,1,0,0,1,0,1,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006759863379603275,0.0006349345360599026,78,16,1,20,2,8,0,0,0,1,0,0,0,0,0,1,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007690370889346236,0.0007416692210010068,93,31,2,19,1,6,0,0,0,1,0,0,0,0,0,0,1,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006321977492665411,0.0005829355869860312,73,22,0,18,1,7,0,0,0,1,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007690370889346236,0.0007115645662740289,99,21,0,13,2,9,1,0,0,0,0,0,0,0,0,0,1,5
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006349345360599028,0.0005637780794324997,67,21,1,14,2,5,0,0,1,0,0,0,0,1,0,0,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006267241756798179,0.0005966195209528394,77,20,3,16,3,4,0,0,0,1,0,0,0,0,0,1,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006841966983404125,0.0006103034549196477,68,25,1,18,1,7,1,1,0,1,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006103034549196479,0.000539146998292245,60,16,0,19,2,5,0,0,0,1,0,0,0,0,0,1,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006458816832333494,0.0006103034549196475,78,21,1,17,0,9,0,0,0,0,0,0,0,2,1,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006321977492665411,0.0006048298813329244,92,17,4,12,2,6,1,0,1,1,1,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006677759775802426,0.000591145947366116,74,21,0,10,3,8,0,0,0,1,0,0,0,0,2,1,1,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006157770285063713,0.0006048298813329244,75,16,0,17,0,6,0,0,0,2,0,0,0,0,0,0,1,4
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005528309322590533,0.0005364102114988829,75,25,2,10,0,8,0,0,0,0,0,0,0,0,0,0,1,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006924070587204975,0.0006513552568200724,79,16,2,23,1,6,0,0,0,2,0,0,0,0,0,0,1,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006239873888864562,0.0005555677190524146,83,16,1,13,0,9,0,0,0,1,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007553531549678154,0.0007143013530673903,95,29,3,20,1,6,0,0,0,1,0,0,0,0,1,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007088277794806674,0.0006705127643736036,89,22,0,17,3,7,0,1,0,3,0,0,0,0,0,1,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006185138152997329,0.0005500941454656914,71,20,0,13,1,3,0,0,1,2,0,0,0,0,0,2,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000703354205893944,0.0006294609624731793,88,15,0,18,2,4,1,0,0,2,0,0,0,1,0,0,0,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007143013530673906,0.0006677759775802421,75,26,1,11,3,13,0,0,1,0,0,0,0,0,0,0,1,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006951438455138591,0.0006294609624731794,85,13,2,19,1,5,2,0,0,1,0,0,0,0,0,0,0,4
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006404081096466261,0.0005555677190524148,69,13,0,22,4,4,0,0,0,2,0,1,0,0,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006212506020930945,0.0005966195209528392,74,26,0,11,1,6,0,0,0,2,0,0,0,0,0,1,1,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0007060909926873057,0.0006486184700267108,87,22,1,25,2,3,0,0,0,1,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006787231247536891,0.0006267241756798176,73,20,2,22,4,7,0,0,0,0,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000703354205893944,0.0006814599115470507,68,27,1,22,2,6,0,0,0,1,0,0,0,0,0,0,0,4
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006431448964399878,0.0005938827341594777,66,24,1,17,1,6,1,0,0,3,0,0,0,0,0,1,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000648618470026711,0.0005829355869860311,83,15,1,13,4,8,0,0,0,1,0,0,0,0,1,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006540920436134344,0.000615777028506371,78,20,1,17,1,8,1,0,0,2,0,0,0,0,0,0,0,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006185138152997329,0.0005692516530192229,73,14,4,16,2,6,0,0,0,1,0,0,0,0,0,1,1,1
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005884091605727548,0.0005801988001926694,82,18,2,15,1,8,0,0,0,2,0,0,0,0,0,0,0,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.000656828830406796,0.0006103034549196476,87,17,1,17,0,7,0,0,1,1,0,0,0,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006677759775802426,0.0005966195209528393,87,24,1,7,3,8,1,0,0,0,0,0,1,0,0,0,0,2
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006048298813329246,0.0005829355869860312,70,20,3,15,1,4,0,0,0,2,0,0,0,0,0,0,1,3
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0005500941454656917,0.000489884836011735,80,18,3,9,0,5,0,0,0,1,0,0,0,0,0,0,1,0
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006267241756798179,0.0005747252266059462,78,20,2,17,0,5,0,0,0,0,0,0,0,0,0,1,0,2
