n,lmbd,phi,eps,theta_rough,offset,mpn,traj_mpn,detected_mpn,1,11,101,111,1101,1111,11001,11011,11101,11111,110001,110011,110101,110111,111001,111011,111101,111111
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007136798385445611,0.006464067390096262,160,56,1,26,2,12,0,0,0,2,0,0,0,1,1,0,1,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007326918014566089,0.006639562432361313,152,51,1,26,2,11,0,0,0,3,1,0,1,3,0,1,2,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008423762028722689,0.006946678756325173,161,64,2,33,4,13,0,2,0,0,0,0,0,0,0,1,0,1
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008482260376144374,0.007239170493433592,140,59,0,34,4,12,0,0,1,2,0,0,0,1,1,1,1,7
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00811664570475884,0.006756559127204689,168,47,2,30,2,13,1,0,0,1,0,0,0,2,0,0,0,5
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008204393225891369,0.006698060779782998,135,43,4,32,5,16,0,0,0,0,0,0,0,1,2,0,1,6
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007853403141361256,0.006186200239843248,143,33,2,30,2,20,1,0,1,2,0,0,0,0,0,0,1,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007487788469975723,0.006756559127204686,141,44,5,34,7,13,2,0,0,6,0,0,0,0,0,0,0,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007838778554505835,0.006347070695252884,132,44,1,31,6,16,0,0,0,2,0,0,0,3,0,0,0,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008087396531047997,0.006902804995758898,154,48,2,33,3,9,1,0,0,0,0,0,0,1,1,2,2,7
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008306765333879317,0.006741934540349269,183,39,1,20,7,20,0,0,0,2,0,0,0,0,0,2,1,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008277516160168476,0.007385416361987809,171,52,1,30,5,15,1,0,1,1,0,0,0,1,0,1,1,6
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007517037643686566,0.006361695282108304,141,42,3,29,3,12,0,0,1,4,1,0,0,1,1,0,0,4
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008277516160168476,0.0075462868173974415,158,41,4,23,11,22,1,0,3,4,0,0,0,1,1,2,0,4
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.006829682061481763,0.0058205855684577154,144,40,0,36,2,10,0,0,0,0,0,0,0,2,1,0,0,1
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008262891573313055,0.007005177103746848,151,47,1,29,3,16,1,0,1,3,0,0,0,0,1,2,0,6
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007911901488782942,0.006727309953493847,173,58,1,25,7,7,1,0,1,1,0,0,0,0,0,1,2,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007370791775132352,0.00598145602386735,144,40,3,35,2,8,1,1,0,1,0,0,0,0,0,0,0,4
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00833601450759016,0.007590160577963709,162,56,1,27,4,21,1,0,1,2,0,0,1,2,0,0,1,5
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007926526075638363,0.006785808300915531,142,51,6,29,2,17,0,0,0,4,0,0,1,0,0,1,0,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008789376700108221,0.007473163883120339,169,66,0,33,3,13,0,0,0,1,0,0,0,1,0,0,2,5
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00811664570475884,0.006785808300915529,160,44,4,25,2,16,0,0,1,3,1,0,0,0,0,0,1,6
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007400040948843195,0.006171575652987833,150,44,1,38,3,12,0,0,0,1,0,0,0,0,0,0,0,1
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007809529380794993,0.006990552516891432,153,52,2,38,2,13,1,0,0,2,0,0,0,1,1,0,1,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007941150662493785,0.0064348182163854175,163,42,4,29,2,13,0,0,0,2,1,0,1,0,0,1,0,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007721781859662465,0.006317821521542048,155,45,3,29,4,13,1,0,0,1,0,0,1,0,0,0,0,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008496884962999796,0.007897276901927555,144,58,4,27,7,20,1,0,1,4,0,0,0,1,0,1,1,8
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00799964900991547,0.006888180408903482,161,49,2,29,4,16,1,0,0,4,0,0,0,0,0,1,1,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.009257363479481705,0.00830676533387936,183,55,6,31,6,17,0,0,0,1,0,0,0,2,0,1,2,9
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007853403141361256,0.0068296820614817825,131,42,1,27,2,16,0,2,1,3,0,0,0,1,0,1,4,7
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007868027728216678,0.0067565591272046865,156,45,0,33,2,10,2,1,1,1,0,0,2,0,1,2,0,5
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007268419667144403,0.0064786919769516844,165,51,3,18,2,19,0,0,0,2,0,0,0,1,2,0,1,1
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008087396531047997,0.006800432887770953,150,55,4,22,6,13,2,1,0,0,0,0,0,1,0,0,2,6
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008145894878469683,0.006844306648337215,148,42,0,28,8,21,1,1,1,1,0,0,0,0,0,1,1,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.006917429582614291,0.005805960981602291,144,34,1,32,4,11,1,0,0,2,0,0,0,0,0,0,0,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007590160577963673,0.006888180408903483,159,60,0,24,3,15,1,1,0,2,0,0,0,0,1,0,0,5
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00799964900991547,0.006595688671795056,166,44,3,32,4,15,0,0,0,0,0,0,0,0,0,0,1,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008379888268156424,0.007634034338529971,161,46,1,44,4,14,0,0,2,3,0,0,0,2,0,1,1,4
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007648658925385358,0.006844306648337213,152,49,3,30,5,10,0,0,0,2,0,0,0,1,0,1,1,7
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007794904793939571,0.006902804995758901,167,44,2,32,5,12,0,0,0,5,0,0,0,0,0,0,1,4
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008467635789288953,0.0069174295826143276,174,52,2,25,9,16,0,0,0,2,0,0,0,1,0,1,1,0
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007824153967650413,0.006668811606072163,155,53,2,34,6,9,1,0,0,1,0,0,0,0,1,1,0,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007312293427710667,0.006566439498084208,149,50,3,28,3,12,0,0,1,2,0,0,0,3,0,0,0,4
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007853403141361256,0.006624937845505895,161,52,2,31,5,7,0,0,0,5,0,0,0,0,0,0,1,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.0077364064465178855,0.006390944455819152,150,49,0,25,3,16,3,0,0,0,0,0,0,0,0,2,2,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008496884962999796,0.00748778846997576,173,54,0,33,4,15,1,1,0,4,1,0,0,0,0,0,0,5
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007809529380794993,0.006902804995758903,157,45,3,30,8,17,0,0,0,2,0,0,0,1,0,1,1,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00756091140425283,0.006975927930036012,162,45,4,37,4,13,0,0,0,1,1,0,0,1,2,3,0,1
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007677908099096201,0.006654187019216734,137,49,1,36,6,9,0,0,0,4,1,0,0,1,1,0,0,4
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00865775541840943,0.007794904793939604,155,50,1,34,5,18,0,0,0,2,0,0,0,2,1,2,1,8
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008028898183626313,0.007268419667144437,177,37,1,32,5,18,4,0,0,3,0,0,0,1,0,0,1,4
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008935622568662436,0.00776565562022877,160,47,4,33,10,24,0,0,2,1,0,0,0,1,1,1,1,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00789727690192752,0.006522565737517942,132,47,0,29,6,16,0,0,0,1,1,0,0,0,2,1,0,5
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008570007897276901,0.007049050864313113,155,41,3,40,4,10,0,1,1,3,0,0,0,1,1,0,1,5
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007590160577963673,0.006975927930036009,175,48,3,20,2,14,2,0,1,4,1,1,0,1,2,1,1,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00789727690192752,0.006727309953493844,153,47,2,31,2,13,0,1,0,4,2,0,0,1,0,1,0,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008277516160168476,0.007458539296264914,152,46,5,37,2,18,0,0,0,3,0,0,0,0,1,0,0,8
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.008145894878469683,0.006990552516891435,151,56,1,37,5,15,0,0,0,1,0,0,0,0,0,1,1,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00690280499575887,0.006186200239843255,158,51,0,25,6,9,1,1,0,2,0,0,0,1,0,0,0,2
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007634034338529936,0.006741934540349272,168,50,3,34,1,15,0,0,1,0,0,0,0,0,0,0,0,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007385416361987774,0.006230074000409521,167,47,1,25,3,12,2,0,0,1,0,0,0,1,1,0,1,1
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007443914709409459,0.006478691976951676,139,45,2,27,7,10,0,1,0,2,0,0,1,0,1,1,1,6
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.00833601450759016,0.007122173798590225,160,50,2,26,4,20,1,1,0,3,1,0,0,0,0,1,1,3
100000,0.8,0.7853981633974483,0.1,0.20417085427135678,0.0316227766016838,0.007782808838029437,0.007794904793939571,0.006727309953493851,164,55,4,33,5,9,1,0,2,0,0,0,0,0,0,0,1,2
