n,lambda,phi,epsilon,theta_rough,offset,mpn,calculated_mpn,calculated_FI,1,11,101,111,1101,1111,11001,11011,11101,11111,110001,110011,110101,110111,111001,111011,111101,111111
500000,0.8,0.7853981633974483,0.1,0.20023023023023023,0.010124194931475827,0.0006454005057520071,0.0006094253096335218,13.123862821158347,76.33915946056437,23.801175905753883,1.3796200568089538,14.970179717582349,1.6113387474568561,6.592778129433018,0.20696998479286316,0.06369043312137256,0.1366648126514684,0.9001530604910264,0.0611326591524396,0.011581876366458613,0.020749343848476792,0.24484040334077695,0.13216348984805595,0.24692348780111356,0.24041937559036047,1.5728873412960618
