I,N,n,error,lmbd,phi,Strategy,Measuring system
41.98393101500632,10000,5,0.781224661136951,0.8,0.7853981633974483,reg,False
107.91691758091883,10000,10,2.0836161566236653,0.8,0.7853981633974483,reg,False
243.73235152432943,10000,20,4.181960425440183,0.8,0.7853981633974483,reg,False
375.5881392104583,10000,30,6.332920147159871,0.8,0.7853981633974483,reg,False
516.9334836342122,15000,40,6.787569908245002,0.8,0.7853981633974483,reg,False
637.8277996343897,20000,50,7.069634529089967,0.8,0.7853981633974483,reg,False
1324.1691340378977,10000,100,19.619521179176346,0.8,0.7853981633974483,reg,True
2702.29070447758,10000,200,39.66972478830126,0.8,0.7853981633974483,reg,False
3963.100183846491,10000,300,56.78216961801319,0.8,0.7853981633974483,reg,True
