I,N,n,error,lmbd,phi,Strategy,Measuring system
134.17983550254178,10000,20,2.3019193196565544,0.8,0.7853981633974483,reg,False
202.0892881517813,10000,30,3.2880806490134176,0.8,0.7853981633974483,reg,False
275.4961126157001,10000,40,4.321865396280092,0.8,0.7853981633974483,reg,False
344.9669991356523,10000,50,5.242634896795982,0.8,0.7853981633974483,reg,False
715.3124489918345,10000,100,10.596642019568494,0.8,0.7853981633974483,reg,False
1431.3193276294649,10000,200,20.673705602814316,0.8,0.7853981633974483,reg,False
2179.4359923012003,10000,300,31.169864582270655,0.8,0.7853981633974483,reg,True
